title,company,salary,summary,link,description
,ChipSoft,,"Je hebt minimaal een afgeronde HBO-opleiding, met daarin een kwantitatief component zoals data-science, medische informatiekunde of wiskunde.",https://nl.indeed.com/cmp/Chipsoft,
ESG data specialist,Athora,,"The analysis of companies, countries and data. Innovation within the field of data-driven responsible investments. Understanding of the asset management field.",https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CKje0ENGsBySOW1JCOArfqQDBa_RhYIvk8jhtgxxKsW0qjiEKiFC3_0PF_OweFoGudMYIj7X321z2GSGoS0BcOAzQBUvr9McarNRB8pnr2L6qki-gfC-VVOB2U3QYRQpGdmiVAg1E1u_typ_QZVrqKHxKMtRnscsk_3MSVeIa8AZQU9jEyZNszknIak1V_52hjoylSggyz7eud32xPNsHOWBFpd_KVZM0lgCmZ_SSiv9Am05RkJt4cu8PmHNXzKEIOVjUcro1V7wygY_0Y-s0jn3X1z4NSecOFwOmiB_8iKVMgOOq5cqIlEpnXP3l23LecpfyiJpr4Hijc0VUzDWsC-wQPO0tH1I9MVDa8AFeJ9LGu_5CBB8nAYzNxZnBUdV1ni23H0h1ykvYE-vUZIFWF1C5gqJXlbGvk_GsS1kDz5ctUSSzBOTCBNEI6VjWeNHGh61iO_jfvpw==&p=1&fvj=0&vjs=3,"[['our', 'asset', 'manager', 'actiam', 'is', 'hiring', 'a', 'esg', 'dataspecialist', 'responsible', 'investment', 'officer'], ['are', 'you', 'passionate', 'about', 'responsible', 'investing'], ['do', 'you', 'have', 'great', 'analytical', 'skills'], ['do', 'you', 'get', 'energized', 'from', 'turning', 'data', 'into', 'information'], ['do', 'you', 'also', 'think', 'that', 'esgdata', 'can', 'bridge', 'gaps', 'between', 'sustainability', 'and', 'finance'], ['do', 'you', 'have', 'a', 'keen', 'eye', 'for', 'detail', 'and', 'a', 'proactive', 'approach'], ['interested', 'to', 'lead', 'the', 'transition', 'towards', 'a', 'sustainable', 'society'], ['then', 'this', 'challenging', 'and', 'multifaceted', 'role', 'is', 'something', 'for', 'you'], ['your', 'department', 'the', 'sustainability', 'strategy', 'department', 'is', 'a', 'team', 'of', 'driven', 'professionals'], ['within', 'actiam', 'we', 'are', 'responsible', 'for', 'the', 'development', 'and', 'implementation', 'of', 'the', 'responsible', 'and', 'sustainable', 'investment', 'policies'], ['we', 'work', 'closely', 'with', 'investors', 'relationship', 'management', 'fund', 'management', 'and', 'other', 'departments', 'within', 'actiam'], ['we', 'also', 'work', 'together', 'with', 'other', 'international', 'institutional', 'investors', 'and', 'data', 'providers'], ['actiam', 'has', 'the', 'ambition', 'to', 'be', 'one', 'of', 'the', 'frontrunners', 'in', 'the', 'area', 'of', 'responsible', 'investment', 'in', 'which', 'we', 'will', 'continue', 'to', 'invest'], ['to', 'unburden', 'our', 'clients', 'optimize', 'our', 'non', 'financial', 'screenings', 'and', 'make', 'better', 'informed', 'investment', 'decision', 'we', 'work', 'on', 'our', 'inhouse', 'developed', 'databases', 'scoringmethodologies', 'and', 'dashboarding'], ['the', 'team', 'currently', 'consists', 'of', '10', 'people', 'where', 'you', 'will', 'be', 'replacing', 'one', 'of', 'our', 'colleagues'], ['your', 'function', 'the', 'sustainability', 'and', 'strategy', 'team', 'is', 'positioned', 'around', 'three', 'focus', 'points', '1', 'research', 'and', 'policy', 'the', 'preparation', 'of', 'the', 'responsible', 'investment', 'policy', 'including', 'the', 'development', 'of', 'future', 'themes', 'such', 'as', 'health', 'the', 'analysis', 'of', 'companies', 'countries', 'and', 'data', 'screening', 'companies', 'using', 'our', 'fundamental', 'investment', 'principles', 'and', 'assessment', 'of', 'financial', 'material', 'indicators'], ['2', 'active', 'ownership', 'voting', 'engagements', 'with', 'emphasis', 'on', 'the', 'core', 'themes', 'of', 'actiam', 'like', 'the', 'planetary', 'boundaries', '3', 'strategy', 'esgdata', 'and', 'innovation', 'esg', 'related', 'data', 'and', 'dashboarding', 'innovation', 'within', 'the', 'field', 'of', 'datadriven', 'responsible', 'investments', 'the', 'development', 'of', 'actiam’s', 'longterm', 'strategy', 'your', 'function', 'is', 'especially', 'within', 'the', 'area', 'of', 'esg', 'data', 'and', 'innovation'], ['we', 'expect', 'you', 'to', 'also', 'contribute', 'to', 'projects', 'and', 'tasks', 'related', 'to', 'other', 'parts', 'of', 'our', 'field', 'of', 'attention'], ['we', 'are', 'looking', 'for', 'an', 'enthusiastic', 'and', 'ambitious', 'colleague'], ['you', 'enjoy', 'contributing', 'in', 'a', 'structured', 'way', 'towards', 'the', 'team', 'and', 'company', 'goals'], ['you', 'work', 'accurately', 'and', 'enjoy', 'teaming', 'up', 'with', 'your', 'colleagues', 'from', 'all', 'departments'], ['you', 'have', 'an', 'eye', 'for', 'trends', 'and', 'developments', 'and', 'specifically', 'when', 'it', 'comes', 'to', 'esgrelated', 'data'], ['varying', 'from', 'esgmomentum', 'science', 'based', 'targets', 'sdgalignment', 'satellite', 'imagery', 'etc'], ['you', 'know', 'how', 'to', 'crunch', 'esg', 'related', 'data', 'and', 'know', 'how', 'to', 'translate', 'this', 'into', 'relevant', 'topics', 'from', 'both', 'a', 'societal', 'as', 'a', 'financial', 'point', 'of', 'view'], ['in', 'this', 'independent', 'function', 'you', 'get', 'the', 'freedom', 'to', 'organize', 'your', 'own', 'work', 'as', 'well', 'as', 'apply', 'and', 'maintain', 'the', 'structure', 'of', 'the', 'team’s', 'work', 'and', 'responsibilities'], ['it', 'is', 'therefore', 'very', 'important', 'that', 'you', 'know', 'how', 'to', 'set', 'priorities', 'to', 'focus', 'and', 'work', 'precise', 'and', 'resultoriented'], ['you', 'understand', 'the', 'importance', 'of', 'sustainable', 'investments', 'and', 'are', 'able', 'to', 'help', 'potential', 'clients', 'in', 'their', 'transitions'], ['your', 'tasks', 'include', 'contribute', 'to', 'the', 'actiam', 'data', 'project', 'link', 'financial', 'and', 'sustainability', 'data', 'to', 'the', 'actiam', 'investments', 'check', 'and', 'analyse', 'the', 'results', 'and', 'visualize', 'through', 'dashboards', 'to', 'advance', 'esg', 'integration', 'and', 'disclosure', 'of', 'results', 'further', 'improving', 'our', 'positioning', 'strategy', 'implementation', 'and', 'monitoring', 'on', 'the', 'actiam', 'targets', 'eg'], ['on', 'climate', 'water', 'biodiversity', 'and', 'living', 'wage'], ['see', 'our', 'policies', 'for', 'the', 'background', 'on', 'this', 'find', 'new', 'methodsdata', 'for', 'measuring', 'positive', 'impact', 'sustainable', 'development', 'goals', 'and', 'on', '‘adaptiveness', 'towards', 'transitions’', 'jointly', 'with', 'the', 'topic', 'experts', 'contributing', 'to', 'innovation', 'on', 'emerging', 'esg', 'subjects', 'representing', 'actiam', 'in', 'various', 'ways', 'including', 'on', 'stage', 'performance', 'eg'], ['roundtables', 'and', 'seminars', 'and', 'working', 'groups', 'act', 'as', 'one', 'of', 'the', 'esgexperts', 'for', 'one', 'of', 'the', 'topics', 'considered', 'in', 'our', 'sustainable', 'investment', 'policy', 'preferably', 'on', 'one', 'of', 'the', 'social', 'topics', 'maintaining', 'client', 'relationships', 'related', 'to', 'sustainability', 'services', 'and', 'dashboarding'], ['vereisten', 'we', 'ask', 'for', 'master', 'in', 'econometrics', 'mathematics', 'natural', 'sciences', 'economics', 'earth', 'sciences', 'or', 'other', 'quantitative', 'studies', 'excellent', 'comprehension', 'of', 'the', 'dutch', 'and', 'english', 'language', 'both', 'verbally', 'and', 'in', 'writing', 'minimum', 'of', '35', 'years', 'of', 'relevant', 'job', 'experience', 'for', 'example', 'as', 'an', 'esg', 'investment', 'strategist', 'or', 'impact', 'investing', 'esg', 'strategyconsultant', 'understanding', 'of', 'the', 'asset', 'management', 'field', 'numerical', 'insight', 'and', 'knowledge', 'of', 'esgdata', 'systems', 'strong', 'personality', 'who', 'likes', 'to', 'work', 'together', 'with', 'different', 'departments', 'affinity', 'with', 'commercial', 'tracks', 'and', 'outings', 'proactive', 'attitude', 'and', 'a', 'flexible', 'mindset', 'ability', 'to', 'quickly', 'switch', 'between', 'different', 'tasks', 'ability', 'to', 'work', 'under', 'pressure', 'and', 'accurately', 'competencies', 'you', 'work', 'in', 'a', 'structured', 'and', 'processoriented', 'matter', 'and', 'are', 'conscientious'], ['you', 'have', 'proper', 'comprehension', 'of', 'dutch', 'and', 'english', 'both', 'verbally', 'and', 'in', 'writing'], ['you', 'are', 'resultsoriented', 'thorough', 'and', 'systematic'], ['you', 'are', 'seen', 'as', 'an', 'informal', 'leader', 'with', 'a', 'positive', 'attitude', 'and', 'are', 'a', 'sensitive', 'person', 'in', 'a', 'multistakeholder', 'environment'], ['finally', 'you', 'are', 'good', 'at', 'working', 'independently', 'but', 'you', 'are', 'also', 'a', 'quintessential', 'team', 'player', 'and', 'a', 'networker'], ['what', 'we', 'offer', 'dynamic', 'and', 'competitive', 'working', 'conditions', 'a', 'good', 'salary', 'plenty', 'of', 'space', 'for', 'personal', 'development', 'discounts', 'on', 'various', 'financial', 'products', 'an', 'informal', 'organization', 'with', 'a', 'good', 'worklife', 'balance', 'ready'], ['if', 'you', 'recognize', 'yourself', 'in', 'the', 'description', 'and', 'the', 'challenge', 'apply', 'now'], ['for', 'questions', 'please', 'contact', 'diederick', 'kavelaars', 'talent', 'acquisition', '31', '683', '632', '417']]"
Data Science Graduate Program,Bertelsmann SE & Co. KGaA - Corporate Center,,Leverage new data sources and integrate traditional structured data with raw data. Advanced knowledge of data science and machine learning methods.,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BA3NfIPQdeFiObJux3KA6mAEJHKASivkOLnZGLQNtuedDpcRx3uB3oOO0utAtsml_6QV19VwK9WUi0cEMEYtKFhdF3Sq2LcBS4Qzz6HZO0Wsmb9JqDi6h0fDbvBDgNZaqCJvH6dC7bnkMfg4GTeMhRz4DJwt-tHwCiJfeXlIPwkrEx58LyLoQdRWvCqwWRgww96xZ3XpJfql19JbKmXld-hXfFfWfBrtZc5Rg0JFbXIQYJbLK2u3mkg2ueh3gMhImJwEoo6XNoeL0SKlQycYZBWPTFWJJwsG7oLb6pFvt4psqy9i8qcW58R_WawVH_Zfo1WIyQbNl8-d3UVcd_W-oDikqKrd31WqLZ89MkeRKKDa76Uk6Pnecj1h3Huatdg7V_XeyVdxyGzoRFyU23xL7BNZaGw3YeDHR-lPzgKG_TjAGU5QJHNe_O-iuTYMGIkTKWlPMmDYEkJdI76XqMRJgaDjdHAGrgxlJ2PhF13yC9ng==&p=2&fvj=0&vjs=3,"[['apply', 'by', 'may', '9', '2021', 'the', 'bertelsmann', 'future', 'leaders', 'graduate', 'program', 'enables', 'you', 'to', 'take', 'on', 'responsibility', 'in', 'your', 'career'], ['as', 'a', 'data', 'science', 'trainee', 'you', 'will', 'enjoy', 'infinite', 'big', 'data', 'opportunities', 'within', 'an', '18month', 'rotational', 'program'], ['if', 'you', 'have', 'a', 'curious', 'mind', 'a', 'knack', 'for', 'problemsolving', 'and', 'profound', 'knowledge', 'of', 'machine', 'learning', 'methods', 'join', 'our', 'graduate', 'program', 'to', 'kickstart', 'your', 'career'], ['as', 'a', 'data', 'science', 'trainee', 'you', 'will', 'for', '18', 'months', 'work', 'with', 'international', 'teams', 'throughout', 'bertelsmann', 'divisions', 'worldwide', 'crack', 'complex', 'data', 'challenges', 'arising', 'in', 'our', 'media', 'services', 'and', 'education', 'businesses', 'add', 'your', 'knowledge', 'and', 'experience', 'by', 'designing', 'new', 'data', 'products', 'learn', 'from', 'renowned', 'data', 'scientists', 'and', 'explore', 'new', 'use', 'cases', 'for', 'machine', 'learning', 'and', 'ai', 'leverage', 'new', 'data', 'sources', 'and', 'integrate', 'traditional', 'structured', 'data', 'with', 'raw', 'data', 'what', 'you’ll', 'need', 'to', 'bring', 'master’s', 'or', 'doctoral', 'degree', 'in', 'data', 'science', 'computer', 'science', 'statistics', 'engineering', 'applied', 'mathematics', 'physics', 'or', 'a', 'similar', 'subject', 'advanced', 'knowledge', 'of', 'data', 'science', 'and', 'machine', 'learning', 'methods', 'solid', 'coding', 'skills', 'in', 'python', 'andor', 'r', 'sas', 'scala', 'spark', 'cc', 'andor', 'java', 'are', 'a', 'plus', 'knowledge', 'of', 'database', 'concepts', 'and', 'design', 'as', 'well', 'as', 'related', 'tools', 'such', 'as', 'sql', 'nosql', 'and', 'hive', 'problemsolving', 'mindset', 'with', 'strong', 'relationshipbuilding', 'collaborative', 'and', 'communication', 'skills', 'your', 'benefits', 'international', 'work', 'experience', 'building', 'an', 'international', 'network', 'individual', 'career', 'coaching', 'targeted', 'training', 'datadriven', 'with', 'determination', 'make', 'your', 'move'], ['should', 'you', 'have', 'any', 'questions', 'about', 'the', 'graduate', 'program', 'or', 'the', 'application', 'process', 'please', 'get', 'in', 'touch'], ['kaiuwe', 'krotoschak', 'kkrotoschakatbertelsmannde', 'or', 'steffi', 'heldberg', 'sheldbergatbertelsmannde', 'are', 'happy', 'to', 'help'], ['learn', 'more', 'wwwfutureleadersdatacom', 'disclosure', 'requirements', 'pertaining', 'to', 'the', 'collection', 'of', 'your', 'personal', 'data', 'responsible', 'for', 'processing', 'the', 'information', 'provided', 'in', 'your', 'application', 'bertelsmann', 'se', 'co', 'kgaa', 'carlbertelsmannstr'], ['270', '33311', 'gütersloh', '“bertelsmann”', 'who', 'may', 'also', 'assign', 'this', 'task', 'to', 'thirdparty', 'service', 'providers'], ['bertelsmann', 'will', 'process', 'your', 'data', 'as', 'provided', 'for', 'by', 'section', '261', 'sentence', '1', 'of', 'the', 'german', 'federal', 'data', 'protection', 'act', 'bdsgnew', 'for', 'the', 'purpose', 'of', 'conducting', 'the', 'application', 'and', 'selection', 'process', 'for', 'the', 'bertelsmann', 'future', 'leaders', 'program', '–', 'based', 'on', 'reviewing', 'your', 'curriculum', 'vitae', 'a', 'positionbased', 'selection', 'test', 'a', 'first', 'round', 'of', 'interviews', 'and', 'an', 'assessment', 'day'], ['following', 'from', 'your', 'declaration', 'of', 'consent', 'pursuant', 'to', 'section', '262', 'of', 'the', 'german', 'federal', 'data', 'protection', 'act', 'bdsg', 'new', 'selected', 'representatives', 'of', 'other', 'group', 'alliance', 'members', 'will', 'take', 'part', 'in', 'the', 'staffing', 'decision', 'and', 'interviews'], ['based', 'on', 'article', '491', 'a', 'of', 'the', 'general', 'data', 'protection', 'regulation', 'gdpr', 'your', 'personal', 'data', 'will', 'be', 'transmitted', 'to', 'recipients', 'in', 'third', 'countries', 'noneu', 'member', 'states'], ['in', 'the', 'a', 'sence', 'of', 'an', 'adequacy', 'decision', 'or', 'suitable', 'guarantees', 'for', 'ensuring', 'an', 'appropriate', 'level', 'of', 'data', 'protection', 'for', 'the', 'processing', 'of', 'your', 'data', 'by', 'these', 'countries', 'and', 'their', 'service', 'providers', 'the', 'respective', 'companies', 'will', 'treat', 'your', 'data', 'confidentially'], ['at', 'the', 'above', 'address', 'you', 'can', 'revoke', 'your', 'authorization', 'for', 'the', 'use', 'of', 'your', 'data', 'at', 'any', 'time', 'with', 'immediate', 'effect', 'contact', 'bertelsmann’s', 'data', 'protection', 'officer', 'or', 'request', 'a', 'copy', 'of', 'these', 'undertakings'], ['for', 'further', 'information', 'on', 'data', 'protection', 'for', 'the', 'bertelsmann', 'future', 'leaders', 'program', 'see', 'wwwbertelsmannfutureleaderscom']]"
Data Scientist Traineeship bij a.s.r.,a.s.r.,€2.935 per maand,Een voorliefde voor programmeren of data analyse. Al snel merkte ik dat mijn interesse meer lag bij het adviseren en maakte ik de overstap naar Consultant op…,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AX-JiieWArk6wlXMyIxFmSdE5O5NVYnXZt1zf5RW_CHCX9gPrcebJrqFcbSxLSrwZwk95fb7fguTCmMJmmcTkp6W9zGxceDm-Bw9J7CUtR9ZzaKNXeoBVpenT9El3RPzxTDlN3JXVVA_4xqjK0zoJskaNO3ebBZpEEk8rgY0btcz-JlXEgLcgv88M1YCtfwdqZrl86ClSBgW7JyBzSwRO3sr_jcXKSXlnG1KVWNiOHu7KUW-V6aHsdz5zi-3iA6aQlT6mfwUQySGEhnUWP54VAiC0blMw6jCIgLDzIXBxBLI_Wt0yyLpCjCdSLj5BiLiHr7LodIoRDpjaM-sR3I4oLiKb-E_gUzaIyREw1yx_8GXolKgf79ZCiZAC2qZiregrhkicwHzaF07JOOp5KvdXYbwmuXrZf_yPxHMu19t5bvhdjdqWPqXTXGngh93syCDM4EWuSfMBLdMqFpMGk-TC1WnEeQAjmHV3tj3c2nMbt5EQXHZ1g-vHnlmlNaJxgjbk=&p=3&fvj=0&vjs=3,"[['warning', 'can', 'only', 'detect', 'less', 'than', '5000', 'characters']]"
Data Scientist,ABN AMRO Bank,,Krijg jij energie van het vertalen van wensen van stakeholders naar direct toepasbare data science modellen? Het team bestaat uit Data Scientists en consultants…,https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_cWh5ufxJCEatf9FOtgdwl-LajcKrnY3NwdklpeSDnu3zP8nC49W8vdwlFzj2GRmAoemHioEHTNyREFHp50-UYuese4bK-6i3uQEg-069L0OGQu3Q9B2MVWKIc7qh72EkjYYWbBvdblNf3rNsYoYsInA-nzUz4jgSVvETDT_p9UZjNYDyPZOPOTX99eMZtoUVsprWWpC3hrqs517qD1yQSA5WBxBtqwpw1Nr799D-G-pVed0J_Spoqqd2pN2KN2u7-JnMEl1XExRJI9tyI-JQawLqQnivj1y6jerA2bdCzYnfaCnG2ztDTm-_TqgGv8zBGxUjFoQD_wg1QvzTZNMe1slbJB-aGtCq3lCPEnFwSxxaGkpGNxg39BNeC0jMmOwMl6zuHT7MwOYcrIW5farBBh5G2kEgGEkdjcIEcRh5EUAuDxMiZ-QaZ_qGffsFDxaBNwcAnj6yyIWEkEeL4uWo-1YKlTKcnIepsWcnh-E4uUxJlfBm_R4zpP1kaJZd9BzYSbM51pW3TOq_lB4PZPqS2dCUDvFCLKcNjeRu3yZDokoKs3djifvjgntPKLhPrRBsXZL3TDwSA6rlafhc__xjLe02T15BITM=&p=4&fvj=0&vjs=3,"[['we', 'are', 'looking', 'for', 'an', 'experienced', 'data', 'scientist', 'with', 'implementation', 'focus', 'you', 'have', 'highly', 'developed', 'problem', 'solving', 'skills'], ['do', 'you', 'get', 'energy', 'from', 'translating', 'the', 'wishes', 'of', 'stakeholders', 'to', 'directly', 'applicable', 'data', 'science', 'models'], ['do', 'you', 'want', 'to', 'inspire', 'others', 'by', 'booking', 'concrete', 'results', 'with', 'your', 'proven', 'process'], ['do', 'you', 'have', 'a', 'lot', 'of', 'demonstrable', 'experience', 'with', 'python', 'pandas', 'scikitlearn', 'and', 'spark', 'or', 'similar', 'tools', 'and', 'techniques'], ['your', 'work', 'in', 'addition', 'to', 'building', 'solutions', 'you', 'also', 'know', 'to', 'spot', 'opportunities', 'for', 'new', 'models'], ['you', 'work', 'with', 'your', 'colleagues', 'on', 'various', 'projects', 'in', 'which', 'you', 'also', 'take', 'them', 'to', 'your', 'proven', 'approach'], ['you', 'sail', 'on', 'adding', 'concrete', 'value', 'for', 'business', 'domains', 'within', 'operations', 'and', 'are', 'able', 'to', 'break', 'up', 'large', 'complex', 'problems'], ['from', 'your', 'work', 'experience', 'knowledge', 'and', 'skills', 'create', 'and', 'validate', 'iterative', 'solutions', 'taking', 'the', 'team', 'and', 'stakeholders'], ['working', 'environment', 'the', 'team', 'consists', 'of', 'data', 'scientists', 'and', 'consultants', 'who', 'in', 'close', 'collaboration', 'with', 'the', 'business', 'units', 'within', 'operations', 'exploring', 'opportunities', 'for', 'data', 'science', 'build', 'build', 'models', 'and', 'bring', 'the', 'final', 'solutions', 'into', 'production'], ['when', 'designing', 'models', 'to', 'production', 'there', 'is', 'a', 'lot', 'of', 'cooperation', 'with', 'machine', 'learning', 'engineering', 'teams', 'within', 'it'], ['within', 'operations', 'the', 'data', 'science', 'team', 'is', 'part', 'of', 'iaad', 'innovation', 'advanced', 'analytics', 'data', 'which', 'focuses', 'on', 'innovation', 'and', 'data', 'analysis', 'with', 'the', 'aim', 'of', 'improving', 'and', 'improving', 'disciplines', 'in', 'the', 'operations', 'delivery', 'expertise', 'center', 'odec', 'processes', 'and', 'automate', 'flawless', 'processing', 'and', 'to', 'take', 'more', 'account', 'of', 'the', 'specific', 'situation', 'of', 'the', 'customer', 'a', 'personal', 'bank', 'in', 'the', 'digital', 'age'], ['some', 'examples', 'of', 'data', 'science', 'solutions', 'within', 'the', 'operations', 'work', 'area', 'are', 'the', 'routing', 'of', 'email', 'traffic', 'relevant', 'information', 'extract', 'from', 'unstructured', 'text', 'data', 'enriching', 'the', 'customer', 'image', 'for', 'a', 'personalized', 'faster', 'and', 'more', 'effective', 'customer', 'journey', 'and', 'time', 'set', 'models', 'to', 'be', 'able', 'to', 'do', 'even', 'better', 'capacity', 'manage'], ['your', 'profile', 'do', 'you', 'have', 'highly', 'developed', 'problem', 'solving', 'skills'], ['do', 'you', 'get', 'energy', 'from', 'translating', 'the', 'wishes', 'of', 'stakeholders', 'to', 'directly', 'applicable', 'data', 'science', 'models'], ['do', 'you', 'want', 'to', 'inspire', 'others', 'by', 'booking', 'concrete', 'results', 'with', 'your', 'proven', 'process'], ['do', 'you', 'have', 'a', 'lot', 'of', 'demonstrable', 'experience', 'with', 'python', 'pandas', 'scikitlearn', 'and', 'spark', 'or', 'similar', 'tools', 'and', 'techniques'], ['in', 'addition', 'you', 'are', 'a', 'pragmatically', 'targeted', 'builder', 'you', 'have', 'at', 'least', '5', 'years', 'of', 'work', 'experience', 'you', 'need', 'to', 'share', 'your', 'knowledge', 'with', 'the', 'team', 'and', 'at', 'the', 'same', 'time', 'you', 'also', 'want', 'to', 'find', 'a', 'lot', 'of', 'learning', 'yourself', 'and', 'you', 'contribute', 'to', 'the', 'diversity', 'of', 'the', 'diversity', 'with', 'your', 'capacities', 'the', 'department', 'i', 'would', 'like', 'to', 'act', 'as', 'assisting', 'foreman', 'wife', 'within', 'the', 'team', 'and', 'support', 'the', 'data', 'science', 'lead', 'when', 'managing', 'the', 'projects', 'and', 'the', 'team', 'are', 'socially', 'skilled', 'and', 'you', 'do', 'not', 'return', 'to', 'complex', 'conversations', 'with', 'stakeholders', 'both', 'within', 'the', 'business', 'if', 'it', 'is', 'your', 'dutch', 'and', 'english', 'language', 'skills', 'at', 'a', 'business', 'level', 'in', 'word', 'and', 'writing', 'good', 'is', 'experience', 'with', 'tools', 'and', 'technologies', 'such', 'as', 'spark', 'hadoop', 'sql', 'tensorflow', 'azure', 'cloud', 'etc'], ['and', 'or', 'text', 'and', 'time', 'series', 'dates', 'an', 'absolute', 'plus', 'we', 'offer', 'based', 'on', 'of', 'your', 'experience', 'knowledge', 'and', 'skills', 'we', 'offer', 'an', 'abn', 'amro', 'bank', 'employment', 'with', 'a', 'gross', 'annual', 'salary', 'in', 'the', 'range', 'of', 'eur', '59000', 'eur', '84000', 'incl'], ['emoluments', 'based', 'on', '40', 'hours', 'p', 'week'], ['in', 'addition', 'we', 'have', 'a', 'great', 'secondary', 'terms', 'and', 'conditions', 'of', 'employment', 'with', 'sufficient', 'space', 'for', 'development', 'and', 'growth'], ['in', 'your', 'role', 'you', 'get', 'direct', 'guidance', 'in', 'both', 'content', 'and', 'personal', 'plane', 'and', 'stimulate', 'you', 'to', 'get', 'the', 'best', 'out', 'of', 'yourself'], ['interested'], ['direct', 'or', 'contact', 'rob', 'wesselink', 'robwesselinknlabnamrocom'], ['proficiency', 'of', 'the', 'dutch', 'language', 'is', 'required']]"
